name,eng_name,type,degree,image,contents
얼그레이 시럽,Earl Gray Syrup,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/e84b5b44-ccf5-4671-9325-4e7f0bbf6135b76f44b6b4e35ff1e9668e903.png,"홍차맛 시럽입니다. 하이볼에 넣으면 홍차맛을 더해줘 특별한 느낌을 줍니다."
얼음,Ice,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/018.%EC%96%BC%EC%9D%8C80.png,"거의 모든 칵테일에 사용되어 음료를 차게 만들거나 복잡한 풍미를 더해줍니다."
오렌지 플라워 워터,Orange flower water,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/029.%EC%98%A4%EB%A0%8C%EC%A7%80%ED%94%8C%EB%9D%BC%EC%9B%8C%EC%9B%8C%ED%84%B080.png,"신선한 비터 오렌지 꽃을 맑고 향기롭게 증류한 것으로, 오렌지 맛과 강한 향으로 인해 칵테일의 재료로 사용됩니다."
오이,Cucumber,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/8d205304-b9ae-4917-ad66-c25b44cfa6681b084acdc75744f121af76603.png,"95%가 수분으로 구성되어 있어 시원한 맛이 특징인 야채."
올리브,Olive,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/025.%EC%98%AC%EB%A6%AC%EB%B8%8C90.png,"짠맛의 과일로 주로 드라이한 맛이 나는 칵테일에 장식으로 사용됩니다. 마티니가 가장 유명합니다."
우스터 소스,Worcestershire sauce,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/044.%EC%9A%B0%EC%8A%A4%ED%84%B0%EC%86%8C%EC%8A%A490.png,"마늘, 간장, 양파 등이 들어간 어두운 색의 소스로 1840년대 고기를 위한 조미료 소스로 인기가 있었습니다. 블러드 메리에 사용됩니다."
장미 시럽,Rose Syrup,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/9a80f31d-004b-4a5d-b443-d76a652d6acab76f44b6b4e35ff1e9668e90d.png,"장미꽃 향기와 아로마 향이 나는 시럽으로 칵테일을 만들거나 마카롱을 만들 때 많이 사용된다. 로즈시럽 이라고도 많이 불린다."
정향,Clove,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/058.%EC%A0%95%ED%96%A580.png,"클로브라고 불리는 정향나무의 꽃봉오리를 압착 건조한 정향은 맵고 향긋한 맛이 난다. 알코올의 강한 냄새를 억제한다."
초콜릿,Chocolate,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/055.%EC%B4%88%EC%BD%9C%EB%A6%BF90.png,"카카오 나무의 씨로 만든 풍부하고 어둡고 단맛이 나는 식재료. 초콜릿은 달콤하고 부드러우며 다양한 디저트 칵테일에 사용할 수 있습니다."
초콜릿 시럽,Chocolate syrup,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/056.%EC%B4%88%EC%BD%9C%EB%A6%BF%EC%8B%9C%EB%9F%BD90.png,"초콜릿과 같은 맛이 나는 시럽. 초콜릿 시럽으로 만든 인기 있는 칵테일은 초콜릿 에스프레소 마티니입니다."
칠리 고추,Chili,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/054.%EA%B3%A0%EC%B6%94.png,"칠리는 맛과 향을 위해 음식과 칵테일에 사용되는 달콤하고 매운 고추입니다."
커피 콩,Coffee beans,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/059.%EC%BB%A4%ED%94%BC%EC%BD%A980.png,"커피나무의 씨앗으로 음용 커피의 재료. 에스프레소 마티니와 같은 음료의 장식을 사용된다."
코코넛 시럽,Coconut syrup,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/073.%EC%BD%94%EC%BD%94%EB%84%9B%EC%8B%9C%EB%9F%BD.png,"코코넛 주스, 코코넛 플레이크 및 설탕의 혼합물을 끓여서 만든 달콤한 코코넛 맛 시럽. 칵테일에 달콤함과 코코넛 향을 더합니다."
코코넛 크림,Coconut cream,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/006.%EC%BD%94%EC%BD%94%EB%84%9B%ED%81%AC%EB%A6%BC80.png,"잘게 썬 코코넛을 물과 함께 끓여서 만들어 코코넛 밀크보다 더 진하고 풍부한 맛입니다."
크림,Cream,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/011.%ED%81%AC%EB%A6%BC80.png,"우유의 고지방 성분으로 구성된 유제품으로 풍부하고 부드러운 질감을 가지고 있으며 우유보다 훨씬 진하다. 칵테일을 걸쭉하게 만드는 데 사용됩니다."
타바스코,Tabasco,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/038.%ED%83%80%EB%B0%94%EC%8A%A4%EC%BD%9490.png,"매운 맛과 향이 나는 소스로 타바스코 페퍼와 식초 및 소금으로 만들어집니다."
팔각,Star anise,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/070.%ED%8C%94%EA%B0%8180.png,"8개의 꼭지점이 있는 별 모양 향신료. 목련과 상록수의 열매로 매콤하고 단맛나는데 칵테일에는 장식으로 사용된다."
후추,Black pepper,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/004.%ED%9B%84%EC%B6%9470.png,"일반적으로 음식에 사용되나 칵테일에도 첨가되는 향신료로 약한 스모키한 향과 함께 미묘한 허브 맛이 있습니다."
휘핑 크림,Whipped cream,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/043.%ED%9C%98%ED%95%91%ED%81%AC%EB%A6%BC.png,"많은 거품으로 부드러운 질감을 더해주는 크림으로 설탕과 바닐라가 추가됩니다."
케첩,Ketchup,other,0,https://contents.lotteon.com/itemimage/LO/14/30/44/11/35/_1/43/04/41/13/6/LO1430441135_1430441136_1.jpg,"케첩입니다."
식초,vinegar,other,0,https://contents.lotteon.com/itemimage/LM/88/01/04/52/02/31/0_/00/1/LM8801045202310_001_1.jpg,"식초입니다."
생강,ginger,fruit,0,http://san.chosun.com/news/photo/201502/9048_35514_3125.jpg,"생강입니다."
페르넷브랑카,Fernet Branca,weak,35,"https://images.alko.fi/images/cs_srgb,f_auto,t_medium/cdn/107596/fernet-branca.jpg","페르넷브랑카입니다"
사탕수수주스,Sugar Cane Juice,beverage,0,https://previews.123rf.com/images/lim_atos/lim_atos1407/lim_atos140700026/29792958-%EC%82%AC%ED%83%95-%EC%88%98%EC%88%98%EB%A1%9C-%EB%91%98%EB%9F%AC%EC%8B%B8%EC%9D%B8-%EC%82%AC%ED%83%95-%EC%88%98%EC%88%98-%EC%A3%BC%EC%8A%A4.jpg,"사탕수수주스입니다."
코디얼,Cordial,other,0,https://www.earthfoodandfire.com/wp-content/uploads/2022/07/raspberry-cordial-on-garden-table.jpg,"코디얼입니다."
크렘 드 바이올렛,Creme de violette,weak,24,https://w.namu.la/s/16f9c487af943597ba35c4cb770be912c46194b625106c2a34b19849ce1f6e90bdfaa7ae0149ae681162e436a1c72ba82eba5c8517ff537532678a4a617ea6e8d4d91feb8bde2b79d00497b1d82254c9402ce283e98623874bc308d1c8b139e0a280a110c584bc1cea6b804ce6fcdfe1,"크렘 드 바이올렛"
페이쇼드비터,Peychaud's Bitters,strong,35,https://upload.wikimedia.org/wikipedia/commons/0/01/Peychauds.jpg,"페이쇼드비터"
시나몬시럽,Cinnamon Syrup,other,0,https://s3.amazonaws.com/yummy_uploads2/blog/8057.jpg,"시나몬시럽"
아가베시럽,Agave syrup,other,0,https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f232fc4bb4f12c905bfedd9_00099482429911-00099482429911-c1n1.jpg,"아가베시럽"
그라파,Grappa,strong,40,http://egress.storeden.net/jpg/637ff36f00f220eb758b45bc/file.jpg,"그라파"
카샤사,Cachacha,strong,35,https://image.biccamera.com/img/00000001919162_A01.jpg,"카샤샤"
자몽소다,grapefruit soda,beverage,0,https://fevertree.s3.eu-west-2.amazonaws.com/thumbs/500x1200e/de4180d71890cace9556e4b802591c7a.png,"핑크자몽 탄산음료로 예쁜 핑크색이 특징이다."
복숭아보드카,Peach Vodka,strong,40,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/aeaf7f7f-f981-4fdb-b4a2-67c70eb465795e7e641ee43d14e631bfa2c13.png,"달콤한 복숭아향이 두드러지는 보드카."
스파이스드 럼,Spiced Rum,strong,35,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/ffedd30e-15ba-476c-ae9c-3e5cdccdfeb25e7e641ee43d14e631bfa2c0f.png,"향신료를 가미한 럼으로 캡틴 모건 스파이스드 럼이 유명하다. 주로 콜라나 진저 에일등 각종 음료와 함께 섞어 마신다."
패션푸르트 럼,Passion fruit Rum,strong,38,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/3bf087d9-1adc-431a-8dc7-15ff8d5af0855e7e641ee43d14e631bfa2c19.png,"달콤한 열대과일 패션푸르트 향이 가미된 럼."
오렌지 큐라소,Orange curacao,weak,39,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/032.%EC%98%A4%EB%A0%8C%EC%A7%80%ED%81%90%EB%9D%BC%EC%86%8C.png,"남미 베네주엘라 큐라소섬에서 생산되는 쓴맛의 강한 오렌지 껍질을 브랜디나 그 밖의 화주에 첨가하여 감미를 곁들인 30% 도수의 오렌지 리큐르입니다."
핑크자몽 리큐르,Pink Grapefruit Liqueur,weak,17,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/de237c51-f5b3-48b7-9891-e314daf4ae215e7e641ee43d14e631bfa2c18.png,"달콤씁쓸한 자몽 리큐르로 예쁜 핑크색이 특징이다."
밀키스,Milkis,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/71775508-2323-431e-bbd0-50501522f2455e7e641ee43d14e631bfa2c12.png,"우유가 첨가된 밀크소다 탄산음료."
로즈마리,Rosemary,other,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/bd3531c4-5577-4080-980a-b8da5b577bb05e7e641ee43d14e631bfa2c17.png,"특유의 향이 강한 허브의 일종으로 요리 뿐만 아니라 칵테일에도 종종 쓰인다. 로즈마리 특유의 향을 좋아하는 사람들은 하이볼에 종종 넣기도 한다."
